position COMBINED_rate.cM.Mb. Genetic_Map.cM.
16164 0 16164
16166 0 16166
16166 0 16166
16167 0 16167
16168 0 16168
16169 0 16169
16171 0 16171
16172 0 16172
16173 0 16173
16174 0 16174
16176 0 16176
16176 0 16176
16178 0 16178
16179 0 16179
16181 0 16181
16182 0 16182
16183 0 16183
16183 0 16183
16184 0 16184
16185 0 16185
16186 0 16186
16187 0 16187
16188 0 16188
16188 0 16188
16189 0 16189
16192 0 16192
16193 0 16193
16195 0 16195
16201 0 16201
16203 0 16203
16207 0 16207
16209 0 16209
16212 0 16212
16213 0 16213
16214 0 16214
16215 0 16215
16217 0 16217
16218 0 16218
16219 0 16219
16220 0 16220
16221 0 16221
16222 0 16222
16223 0 16223
16224 0 16224
16227 0 16227
16229 0 16229
16230 0 16230
16231 0 16231
16232 0 16232
16232 0 16232
16233 0 16233
16234 0 16234
16235 0 16235
16239 0 16239
16240 0 16240
16240 0 16240
16241 0 16241
16242 0 16242
16243 0 16243
16245 0 16245
16248 0 16248
16249 0 16249
16254 0 16254
16255 0 16255
16256 0 16256
16257 0 16257
16257 0 16257
16258 0 16258
16258 0 16258
16259 0 16259
16260 0 16260
16261 0 16261
16263 0 16263
16264 0 16264
16265 0 16265
16265 0 16265
16265 0 16265
16266 0 16266
16266 0 16266
16266 0 16266
16269 0 16269
16270 0 16270
16271 0 16271
16272 0 16272
16274 0 16274
16278 0 16278
16284 0 16284
16286 0 16286
16286 0 16286
16287 0 16287
16288 0 16288
16289 0 16289
16290 0 16290
16291 0 16291
16291 0 16291
16292 0 16292
16293 0 16293
16293 0 16293
16293 0 16293
16294 0 16294
16295 0 16295
16296 0 16296
16297 0 16297
16298 0 16298
16299 0 16299
16300 0 16300
16301 0 16301
16302 0 16302
16304 0 16304
16309 0 16309
16311 0 16311
16316 0 16316
16318 0 16318
16318 0 16318
16318 0 16318
16319 0 16319
16320 0 16320
16324 0 16324
16325 0 16325
16327 0 16327
16327 0 16327
16335 0 16335
16342 0 16342
16343 0 16343
16344 0 16344
16352 0 16352
16354 0 16354
16355 0 16355
16356 0 16356
16357 0 16357
16359 0 16359
16360 0 16360
16362 0 16362
16365 0 16365
16366 0 16366
16368 0 16368
16381 0 16381
16390 0 16390
16391 0 16391
16398 0 16398
16399 0 16399
16400 0 16400
16463 0 16463
16465 0 16465
16468 0 16468
16474 0 16474
16482 0 16482
16488 0 16488
16497 0 16497
16519 0 16519
16524 0 16524
16526 0 16526
16527 0 16527
